,electricity,date,timestamp,기온(°C),풍속(m/s),풍향(16방위),습도(%),증기압(hPa),이슬점온도(°C),현지기압(hPa),해면기압(hPa),전운량(10분위),시정(10m),지면온도(°C)
1840,4921.199025225038,3,1553788800.0,19.5,1.7,270,18,4.1,-5.4,1003.0,1011.4,8.0,1976,27.3
1841,4921.794536457878,3,1553792400.0,16.8,1.8,270,39,7.4,2.7,1003.3,1011.8,7.0,1056,21.7
1842,4902.542335493531,3,1553796000.0,14.3,1.2,270,41,6.7,1.2,1004.0,1012.6,7.0,1517,15.8
1843,4823.020386451001,3,1553799600.0,12.3,2.1,250,43,6.1,0.0,1004.5,1013.2,9.0,1830,11.7
1844,4706.005954487013,3,1553803200.0,11.1,1.7,250,44,5.8,-0.7,1004.7,1013.4,6.0,1925,9.1
1845,4582.941682804851,3,1553806800.0,10.8,1.8,250,44,5.7,-0.9,1005.5,1014.2,10.0,1797,7.9
1846,4475.247177871293,3,1553810400.0,10.0,0.7,230,47,5.8,-0.8,1006.2,1015.0,8.0,1952,7.4
1847,4393.515588014291,3,1553814000.0,9.3,2.4,230,45,5.3,-2.0,1006.2,1015.0,9.0,2000,6.7
1848,4289.250543451148,4,1553817600.0,8.7,0.2,0,50,5.6,-1.1,1006.1,1014.9,10.0,1953,6.3
1849,4143.346978259772,4,1553821200.0,8.9,0.0,0,50,5.7,-0.9,1005.9,1014.7,7.0,1951,5.6
1850,4018.9177642462882,4,1553824800.0,8.6,1.0,20,56,6.2,0.3,1005.4,1014.2,7.0,1840,5.9
1851,3945.650777755128,4,1553828400.0,8.0,0.0,0,60,6.4,0.6,1005.0,1013.8,7.0,1750,4.9
1852,3928.6349162703027,4,1553832000.0,7.6,0.2,0,58,6.1,-0.1,1004.7,1013.5,5.0,1692,4.2
1853,3973.118398800196,4,1553835600.0,7.0,0.0,0,60,6.0,-0.2,1004.7,1013.6,3.0,1759,3.1
1854,4090.3787197840197,4,1553839200.0,6.0,0.5,230,66,6.2,0.1,1004.5,1013.4,0.0,1568,2.4
1855,4321.688502122526,4,1553842800.0,6.1,1.3,290,66,6.2,0.2,1005.5,1014.4,0.0,1532,3.2
1856,4633.259531417299,4,1553846400.0,7.2,1.2,70,61,6.2,0.1,1005.9,1014.8,0.0,1724,7.0
1857,4890.162189621521,4,1553850000.0,9.4,0.6,160,49,5.8,-0.7,1005.2,1014.0,7.0,1540,13.8
1858,4979.531136830253,4,1553853600.0,11.3,1.3,340,41,5.5,-1.4,1006.2,1014.9,6.0,1777,22.5
1859,4929.344675062843,4,1553857200.0,13.4,1.2,70,24,3.7,-6.8,1005.9,1014.5,0.0,1917,29.5
1860,4884.451629897226,4,1553860800.0,15.6,1.2,250,17,3.0,-9.4,1005.3,1013.9,0.0,2000,36.3
1861,4895.156596101233,4,1553864400.0,17.6,1.2,270,18,3.6,-7.0,1004.8,1013.3,0.0,1996,38.7
1862,4891.1236705393985,4,1553868000.0,19.2,2.3,250,22,4.9,-3.0,1004.1,1012.5,0.0,1928,39.3
1863,4860.820567815877,4,1553871600.0,19.6,1.2,50,22,5.0,-2.7,1003.7,1012.1,0.0,1918,36.2
1864,4833.191722023734,4,1553875200.0,19.3,1.8,270,22,4.9,-2.9,1003.2,1011.6,0.0,1858,31.8
1865,4799.544936868961,4,1553878800.0,18.0,1.4,290,26,5.4,-1.8,1003.2,1011.6,3.0,2000,23.4
1866,4748.8910725693995,4,1553882400.0,16.1,1.2,270,32,5.8,-0.6,1003.8,1012.3,5.0,2000,16.8
1867,4677.097503713731,4,1553886000.0,14.5,2.2,250,37,6.1,0.0,1004.5,1013.1,5.0,1921,12.2
1868,4591.814128603252,4,1553889600.0,13.7,0.8,270,40,6.2,0.3,1004.9,1013.5,9.0,1830,11.9
1869,4492.566269473638,4,1553893200.0,12.5,1.7,250,44,6.3,0.5,1005.1,1013.8,7.0,1661,10.0
1870,4344.302218827909,4,1553896800.0,12.1,1.2,250,46,6.5,0.8,1004.6,1013.3,9.0,1613,9.8
1871,4187.179655252593,4,1553900400.0,11.4,1.8,250,47,6.3,0.4,1004.1,1012.8,9.0,1663,9.5
1872,4096.4349833946235,5,1553904000.0,10.6,1.9,250,56,7.1,2.1,1004.7,1013.4,10.0,1421,9.4
1873,4029.480327539578,5,1553907600.0,9.9,1.6,270,55,6.7,1.2,1005.0,1013.8,10.0,1562,8.9
1874,3944.760550362663,5,1553911200.0,8.5,1.9,320,60,6.6,1.1,1005.2,1014.0,10.0,1570,8.3
1875,3882.3087813277753,5,1553914800.0,7.3,2.1,360,64,6.5,0.9,1005.9,1014.7,10.0,1689,6.7
1876,3874.9637904069104,5,1553918400.0,6.3,2.4,50,81,7.7,3.2,1005.6,1014.5,10.0,1054,6.5
1877,3929.0122682842366,5,1553922000.0,5.7,1.6,20,97,8.8,5.2,1005.5,1014.4,10.0,821,6.3
1878,4049.8027776429462,5,1553925600.0,5.5,1.0,70,96,8.7,4.9,1005.1,1014.0,10.0,896,5.5
1879,4281.196557050946,5,1553929200.0,6.0,0.4,0,97,9.0,5.5,1005.7,1014.6,9.0,822,5.9
1880,4629.776398634347,5,1553932800.0,6.5,0.2,0,93,9.0,5.4,1006.1,1015.0,0.0,876,7.5
1881,4908.046910211983,5,1553936400.0,7.8,0.6,50,78,8.2,4.1,1005.7,1014.5,0.0,1105,14.6
1882,4967.31491093625,5,1553940000.0,9.8,0.8,270,70,8.4,4.5,1006.3,1015.1,4.0,1503,19.2
1883,4915.756426117436,5,1553943600.0,10.9,1.6,290,60,7.8,3.4,1006.3,1015.0,4.0,1719,23.0
1884,4869.641865585798,5,1553947200.0,11.3,1.7,290,56,7.5,2.8,1004.8,1013.5,7.0,1711,24.4
1885,4841.974031742044,5,1553950800.0,10.9,1.8,340,59,7.6,3.1,1004.8,1013.5,8.0,1659,21.3
1886,4826.913781785952,5,1553954400.0,11.9,3.0,250,53,7.4,2.6,1004.2,1012.9,7.0,1743,28.8
1887,4812.131425835965,5,1553958000.0,10.6,2.5,290,56,7.1,2.1,1004.7,1013.4,7.0,1270,20.6
1888,4783.375908167118,5,1553961600.0,10.8,5.5,270,52,6.7,1.3,1005.1,1013.8,8.0,1454,20.2
1889,4715.6753024995005,5,1553965200.0,6.5,2.9,340,75,7.2,2.3,1005.8,1014.7,10.0,816,10.6
1890,4602.272017821353,5,1553968800.0,7.4,3.1,290,53,5.5,-1.5,1006.5,1015.3,6.0,1981,8.1
1891,4481.688397768831,5,1553972400.0,6.4,2.5,290,61,5.9,-0.5,1006.8,1015.7,10.0,2000,5.7
1892,4376.2626727582565,5,1553976000.0,4.1,1.8,320,85,6.9,1.7,1008.1,1017.1,10.0,2000,4.0
1893,4277.1224824026185,5,1553979600.0,4.9,2.4,320,73,6.3,0.4,1008.9,1017.9,3.0,2000,3.7
1894,4147.423561335883,5,1553983200.0,5.4,2.5,290,56,5.0,-2.6,1009.2,1018.2,9.0,2000,3.9
1895,3999.037853368457,5,1553986800.0,5.3,2.3,320,58,5.2,-2.3,1009.6,1018.6,10.0,1963,3.7
1896,3901.777494860259,6,1553990400.0,5.2,3.7,320,57,5.0,-2.6,1010.0,1019.0,9.0,1783,3.4
1897,3840.6006917809946,6,1553994000.0,5.3,2.1,320,51,4.5,-4.0,1010.3,1019.3,9.0,1896,3.2
1898,3770.761924772498,6,1553997600.0,5.1,2.4,340,50,4.4,-4.4,1010.6,1019.6,9.0,1813,2.9
1899,3712.2692204744526,6,1554001200.0,4.6,2.4,270,52,4.4,-4.4,1010.5,1019.5,9.0,1914,1.9
1900,3686.0177708275196,6,1554004800.0,4.5,2.5,320,50,4.2,-5.0,1010.8,1019.8,8.0,1986,0.9
1901,3669.465666173539,6,1554008400.0,4.4,1.3,290,52,4.3,-4.6,1011.4,1020.4,8.0,2000,0.4
1902,3662.7630278084953,6,1554012000.0,4.4,2.1,320,50,4.2,-5.1,1011.8,1020.8,6.0,2000,0.2
1903,3716.641002462194,6,1554015600.0,4.5,1.7,340,49,4.1,-5.3,1012.6,1021.6,2.0,2000,0.5
1904,3824.61830775915,6,1554019200.0,5.4,1.9,320,48,4.3,-4.7,1012.6,1021.6,2.0,1998,3.1
1905,3903.899812652404,6,1554022800.0,6.9,2.5,360,40,4.0,-5.7,1013.0,1021.9,3.0,1937,13.0
1906,3917.4605517664754,6,1554026400.0,7.2,2.6,290,37,3.8,-6.5,1013.3,1022.2,2.0,1998,15.8
1907,3902.4490676802434,6,1554030000.0,7.7,3.1,320,27,2.8,-10.1,1013.7,1022.6,6.0,1966,22.9
1908,3906.619513700929,6,1554033600.0,8.1,2.6,340,25,2.7,-10.7,1013.2,1022.1,2.0,1960,26.8
1909,3933.9567981257187,6,1554037200.0,8.9,3.5,270,27,3.1,-9.1,1013.1,1021.9,4.0,2000,31.7
1910,3972.337285165215,6,1554040800.0,8.8,4.0,320,27,3.0,-9.2,1013.0,1021.8,2.0,1986,31.0
1911,4034.1976724057495,6,1554044400.0,7.9,3.8,340,26,2.8,-10.4,1013.1,1022.0,3.0,2000,24.8
1912,4111.229164678578,6,1554048000.0,8.3,3.5,320,27,3.0,-9.6,1013.2,1022.1,2.0,2000,23.3
1913,4178.49180771192,6,1554051600.0,7.0,3.1,360,31,3.1,-9.0,1013.5,1022.4,1.0,2000,15.5
1914,4260.3091263805545,6,1554055200.0,6.8,2.6,340,23,2.3,-12.9,1013.7,1022.6,0.0,2000,9.4
1915,4338.7302508546845,6,1554058800.0,5.2,1.9,340,29,2.6,-11.4,1014.0,1023.0,0.0,2000,4.5
1916,4337.749612434632,6,1554062400.0,4.9,1.6,340,35,3.0,-9.3,1014.7,1023.7,0.0,2000,2.9
1917,4267.063070113762,6,1554066000.0,4.5,1.3,320,41,3.5,-7.6,1015.5,1024.5,0.0,2000,1.8
1918,4174.280048965408,6,1554069600.0,4.1,1.0,290,44,3.6,-7.0,1016.0,1025.0,0.0,2000,1.0
1919,4101.128672466615,6,1554073200.0,3.9,0.6,270,47,3.8,-6.4,1015.8,1024.8,0.0,2000,0.3
1920,4061.250533518237,0,1554076800.0,3.7,0.3,0,51,4.1,-5.5,1015.6,1024.7,0.0,2000,-0.5
1921,4002.084455180192,0,1554080400.0,3.6,1.1,290,53,4.2,-5.1,1015.6,1024.7,0.0,2000,-1.0
1922,3901.8734127291527,0,1554084000.0,3.1,0.9,290,52,4.0,-5.8,1015.4,1024.5,0.0,2000,-1.6
1923,3802.406765754934,0,1554087600.0,3.2,0.1,0,52,4.0,-5.7,1015.3,1024.4,0.0,2000,-1.9
1924,3743.917478978577,0,1554091200.0,2.8,0.7,270,56,4.2,-5.1,1015.3,1024.4,0.0,2000,-2.2
1925,3722.7314819180338,0,1554094800.0,2.9,0.0,0,56,4.2,-5.0,1015.4,1024.5,0.0,2000,-2.5
1926,3710.1966192167483,0,1554098400.0,2.8,0.2,0,55,4.1,-5.3,1015.6,1024.7,0.0,2000,-2.6
1927,3729.5779014842306,0,1554102000.0,2.9,0.6,180,58,4.4,-4.5,1016.3,1025.4,0.0,2000,-2.0
1928,3802.53054495779,0,1554105600.0,4.6,0.6,230,52,4.4,-4.4,1016.5,1025.5,0.0,2000,-0.1
1929,3882.2056411387584,0,1554109200.0,6.6,1.1,270,49,4.8,-3.3,1016.8,1025.8,0.0,2000,13.7
1930,3940.100484025974,0,1554112800.0,8.1,2.5,340,36,3.9,-6.1,1016.8,1025.7,0.0,2000,19.3
1931,3984.161338812386,0,1554116400.0,9.5,2.1,320,35,4.2,-5.2,1016.3,1025.1,0.0,2000,27.0
1932,4033.3511468240927,0,1554120000.0,10.9,2.2,290,30,3.9,-6.0,1015.6,1024.4,0.0,2000,32.1
1933,4083.2746707136002,0,1554123600.0,11.0,2.4,290,25,3.3,-8.3,1015.1,1023.9,5.0,2000,31.7
1934,4107.9149951553445,0,1554127200.0,12.1,2.4,320,25,3.5,-7.3,1014.7,1023.5,4.0,2000,33.3
1935,4142.0877888355235,0,1554130800.0,11.7,2.1,320,23,3.2,-8.7,1014.4,1023.2,1.0,2000,31.2
1936,4225.074341750836,0,1554134400.0,11.3,3.0,270,22,3.0,-9.6,1014.1,1022.9,3.0,2000,25.8
1937,4358.764478914815,0,1554138000.0,11.3,2.6,270,29,3.9,-6.1,1013.6,1022.4,2.0,2000,20.3
1938,4526.364796379839,0,1554141600.0,10.0,2.5,270,40,4.9,-3.0,1013.7,1022.5,5.0,2000,12.8
1939,4640.197918815566,0,1554145200.0,8.8,3.3,250,55,6.2,0.2,1013.2,1022.1,7.0,2000,8.1
1940,4654.620232996792,0,1554148800.0,8.8,2.6,250,61,6.9,1.6,1013.5,1022.4,5.0,2000,8.6
1941,4602.164204284436,0,1554152400.0,8.1,2.7,250,67,7.2,2.3,1013.9,1022.8,3.0,2000,5.5
1942,4485.711763356372,0,1554156000.0,7.9,2.5,250,72,7.6,3.1,1014.3,1023.2,0.0,1995,4.7
1943,4358.167373783393,0,1554159600.0,7.4,1.3,250,80,8.2,4.1,1014.1,1023.0,0.0,1770,3.6
1944,4269.6980701066095,1,1554163200.0,7.0,1.2,250,82,8.2,4.1,1014.4,1023.3,4.0,1373,3.8
1945,4182.687115293715,1,1554166800.0,6.4,1.3,230,88,8.4,4.5,1014.4,1023.4,0.0,1129,2.3
1946,4088.9383918897465,1,1554170400.0,6.2,0.6,320,90,8.5,4.6,1014.2,1023.2,8.0,1100,1.6
1947,4011.986483374359,1,1554174000.0,5.9,0.3,0,89,8.2,4.2,1014.1,1023.1,0.0,1239,1.5
1948,3980.2248934468525,1,1554177600.0,4.9,0.5,70,94,8.1,4.0,1014.2,1023.2,0.0,916,0.4
1949,4024.915272169741,1,1554181200.0,4.6,0.3,0,85,7.2,2.2,1014.7,1023.7,0.0,1311,-0.6
1950,4143.242109083386,1,1554184800.0,3.7,0.2,0,87,6.9,1.7,1015.0,1024.0,0.0,1274,-1.4
1951,4397.400484787537,1,1554188400.0,3.7,0.9,20,85,6.8,1.4,1015.6,1024.7,0.0,1405,-1.0
1952,4821.801594348277,1,1554192000.0,5.4,1.9,50,51,4.6,-3.9,1015.9,1024.9,0.0,2000,2.3
1953,5210.225447246614,1,1554195600.0,7.6,3.9,70,30,3.1,-8.9,1016.1,1025.0,0.0,2000,14.6
1954,5374.416385241508,1,1554199200.0,8.6,2.0,50,23,2.6,-11.4,1016.3,1025.2,0.0,1988,22.6
1955,5384.265810536729,1,1554202800.0,10.2,1.9,20,21,2.6,-11.2,1016.0,1024.9,0.0,2000,29.5
1956,5374.065052937702,1,1554206400.0,10.7,1.6,320,17,2.2,-13.4,1015.3,1024.1,0.0,2000,33.8
1957,5362.443672659309,1,1554210000.0,12.0,1.6,290,17,2.4,-12.3,1014.5,1023.3,0.0,2000,37.5
1958,5325.818317258449,1,1554213600.0,13.4,1.4,320,22,3.4,-7.9,1013.5,1022.2,0.0,1990,36.9
1959,5278.228797741169,1,1554217200.0,13.2,2.0,360,20,3.0,-9.3,1013.0,1021.7,0.0,2000,32.9
1960,5238.5852721124675,1,1554220800.0,12.7,2.5,20,16,2.3,-12.5,1013.1,1021.8,0.0,1981,26.9
1961,5193.510513149992,1,1554224400.0,11.7,2.1,320,18,2.5,-11.8,1013.1,1021.9,4.0,2000,20.4
1962,5101.641413913128,1,1554228000.0,11.0,1.8,290,23,3.0,-9.3,1013.3,1022.1,3.0,2000,13.3
1963,4951.919878323684,1,1554231600.0,9.2,1.9,290,29,3.4,-7.9,1013.9,1022.7,0.0,2000,7.5
1964,4802.8080875734895,1,1554235200.0,7.7,2.0,290,32,3.4,-7.9,1015.1,1024.0,1.0,2000,5.3
1965,4690.564476876002,1,1554238800.0,7.1,2.2,290,33,3.3,-8.1,1015.7,1024.6,2.0,2000,3.8
1966,4575.340320197707,1,1554242400.0,6.7,2.2,360,34,3.3,-8.0,1016.0,1025.0,0.0,2000,3.4
1967,4449.258124033917,1,1554246000.0,5.3,2.5,50,37,3.3,-8.2,1016.4,1025.4,0.0,2000,1.7
1968,4315.955961338641,2,1554249600.0,6.2,1.5,20,30,2.8,-10.1,1016.2,1025.2,0.0,2000,1.1
1969,4177.806076730285,2,1554253200.0,4.6,2.1,50,35,3.0,-9.5,1016.0,1025.0,0.0,2000,0.0
1970,4083.835182436691,2,1554256800.0,4.9,0.8,20,34,3.0,-9.6,1016.0,1025.0,0.0,2000,-1.0
1971,4048.4459226328636,2,1554260400.0,3.8,1.3,20,40,3.2,-8.5,1016.0,1025.1,0.0,2000,-1.5
1972,4059.8460869779374,2,1554264000.0,3.9,0.3,0,43,3.5,-7.5,1016.3,1025.4,0.0,2000,-2.0
1973,4125.484298944839,2,1554267600.0,3.2,0.3,0,51,3.9,-5.9,1016.6,1025.7,0.0,2000,-2.4
1974,4246.676623080738,2,1554271200.0,2.5,0.7,230,54,4.0,-5.8,1016.8,1025.9,0.0,2000,-2.5
1975,4477.027713308196,2,1554274800.0,2.1,0.0,0,59,4.2,-5.0,1017.4,1026.5,0.0,2000,-1.9
1976,4817.271563954512,2,1554278400.0,3.7,0.0,0,53,4.2,-5.0,1017.7,1026.8,0.0,1975,1.7
1977,5093.8321794357,2,1554282000.0,6.3,0.7,230,47,4.5,-4.2,1017.8,1026.8,0.0,1859,15.2
1978,5200.39005464736,2,1554285600.0,8.4,1.1,250,37,4.1,-5.4,1017.7,1026.6,0.0,2000,23.8
1979,5179.157491569142,2,1554289200.0,10.5,1.5,200,29,3.7,-6.8,1017.3,1026.2,0.0,2000,31.6
1980,5127.327793292976,2,1554292800.0,11.8,1.2,290,28,3.9,-6.1,1016.7,1025.5,0.0,1997,36.0
1981,5142.684838294267,2,1554296400.0,13.9,1.2,250,27,4.3,-4.8,1015.9,1024.6,0.0,1972,38.9
1982,5190.067571107056,2,1554300000.0,14.0,2.2,250,23,3.7,-6.8,1015.1,1023.8,0.0,2000,39.0
1983,5183.049619583548,2,1554303600.0,14.9,1.9,340,23,3.9,-6.0,1014.5,1023.2,0.0,2000,35.1
1984,5138.915608581544,2,1554307200.0,12.6,2.0,340,23,3.3,-8.0,1014.2,1022.9,0.0,1921,28.0
1985,5080.03235938108,2,1554310800.0,12.4,2.4,270,20,2.9,-9.9,1014.0,1022.7,0.0,2000,22.3
1986,4991.3037663427185,2,1554314400.0,10.8,2.2,270,21,2.7,-10.7,1014.4,1023.2,0.0,2000,13.4
1987,4909.3621050886895,2,1554318000.0,8.8,1.8,340,22,2.5,-11.8,1014.5,1023.4,0.0,2000,7.0
1988,4837.135281922142,2,1554321600.0,7.9,1.3,340,29,3.1,-9.0,1014.9,1023.8,0.0,2000,4.5
1989,4738.5270609494355,2,1554325200.0,6.6,1.2,340,57,5.6,-1.3,1015.2,1024.2,0.0,1942,3.5
1990,4631.112932985821,2,1554328800.0,5.8,0.6,270,70,6.4,0.7,1015.6,1024.6,0.0,1709,2.6
1991,4538.717966788811,2,1554332400.0,5.4,0.4,0,76,6.8,1.5,1015.5,1024.5,0.0,1641,1.7
1992,4462.807639504961,3,1554336000.0,4.9,0.2,0,78,6.7,1.3,1015.5,1024.5,0.0,1555,0.7
1993,4380.7722279056,3,1554339600.0,4.4,0.5,250,82,6.8,1.5,1015.4,1024.4,0.0,1345,0.2
1994,4288.48145016715,3,1554343200.0,4.0,0.0,0,85,6.9,1.7,1015.3,1024.3,0.0,1261,-0.5
1995,4214.169972294412,3,1554346800.0,3.1,1.0,250,87,6.6,1.1,1015.4,1024.5,0.0,1025,-0.8
1996,4184.561677786495,3,1554350400.0,2.9,0.0,0,89,6.7,1.2,1014.7,1023.8,0.0,970,-1.6
1997,4219.729949590924,3,1554354000.0,2.4,0.0,0,87,6.3,0.4,1014.3,1023.4,0.0,1006,-1.9
1998,4339.430880110842,3,1554357600.0,1.7,0.0,0,86,6.0,-0.3,1014.5,1023.6,0.0,1084,-2.4
1999,4568.267519705424,3,1554361200.0,1.3,0.0,0,84,5.6,-1.1,1015.0,1024.1,0.0,1103,-1.3
2000,4876.504033639242,3,1554364800.0,3.3,0.0,0,77,6.0,-0.3,1014.8,1023.9,0.0,1018,2.7
2001,5151.254302055322,3,1554368400.0,5.9,0.9,50,61,5.7,-1.0,1014.3,1023.3,0.0,1192,14.9
2002,5281.489706126527,3,1554372000.0,9.4,0.4,0,48,5.7,-1.0,1014.1,1022.9,0.0,1276,23.9
2003,5275.0198306481225,3,1554375600.0,11.4,1.4,250,34,4.6,-3.9,1013.8,1022.6,0.0,1928,32.2
2004,5231.332795695918,3,1554379200.0,13.1,1.8,200,31,4.7,-3.6,1012.7,1021.4,0.0,1839,37.3
2005,5211.802016321633,3,1554382800.0,15.9,1.6,270,29,5.2,-2.1,1011.4,1020.0,0.0,1828,40.7
2006,5198.637200076396,3,1554386400.0,17.1,1.5,270,25,4.9,-3.1,1009.8,1018.3,2.0,1935,41.1
2007,5187.0513952726815,3,1554390000.0,18.6,2.4,270,21,4.5,-4.2,1017.3,1025.8,2.0,2000,37.5
2008,5186.29314566667,3,1554393600.0,17.8,4.3,250,26,5.3,-1.9,1007.9,1016.4,2.0,1981,32.9
2009,5164.245590005385,3,1554397200.0,16.6,2.8,250,23,4.3,-4.6,1007.4,1015.9,6.0,2000,25.5
2010,5099.525626647266,3,1554400800.0,14.8,3.3,250,25,4.2,-5.0,1007.5,1016.1,6.0,2000,16.4
2011,5005.454918262574,3,1554404400.0,12.5,2.5,250,28,4.1,-5.5,1007.8,1016.5,5.0,2000,10.2
2012,4897.646799380463,3,1554408000.0,11.6,1.8,250,39,5.3,-1.9,1007.8,1016.5,6.0,2000,8.3
2013,4766.479595343898,3,1554411600.0,10.8,2.1,200,35,4.5,-4.0,1008.2,1017.0,7.0,2000,6.5
2014,4607.764025969084,3,1554415200.0,10.3,3.0,230,35,4.4,-4.5,1008.2,1017.0,10.0,2000,6.4
2015,4460.697226289747,3,1554418800.0,9.4,3.1,200,33,3.9,-6.0,1008.3,1017.1,10.0,2000,5.9
2016,4354.365547129023,4,1554422400.0,8.4,1.9,200,35,3.8,-6.2,1008.4,1017.2,8.0,2000,4.1
2017,4257.238902871468,4,1554426000.0,7.8,2.3,200,42,4.4,-4.3,1007.6,1016.4,6.0,2000,2.8
2018,4165.21617861345,4,1554429600.0,7.8,1.9,200,44,4.6,-3.7,1006.8,1015.6,8.0,2000,3.3
2019,4113.047543624085,4,1554433200.0,7.3,1.9,200,50,5.1,-2.4,1006.2,1015.1,6.0,2000,2.2
2020,4102.613927647455,4,1554436800.0,7.7,1.1,160,54,5.7,-1.0,1005.6,1014.4,6.0,2000,4.6
2021,4133.359166502392,4,1554440400.0,8.2,1.3,160,61,6.6,1.1,1005.2,1014.0,8.0,2000,6.3
2022,4263.665590746725,4,1554444000.0,8.9,2.3,200,75,8.5,4.7,1004.7,1013.5,9.0,1808,7.3
2023,4573.121239070426,4,1554447600.0,9.4,2.1,200,84,9.9,6.8,1005.1,1013.9,8.0,1230,8.4
2024,4996.039315925023,4,1554451200.0,9.9,1.9,200,87,10.6,7.8,1004.6,1013.4,9.0,1010,10.3
2025,5315.33019650615,4,1554454800.0,10.3,2.8,200,89,11.1,8.5,1004.6,1013.4,9.0,765,12.3
2026,5398.701580345844,4,1554458400.0,11.3,2.7,200,86,11.5,9.0,1004.5,1013.2,8.0,672,16.4
2027,5296.519601339916,4,1554462000.0,12.5,2.5,230,76,10.9,8.3,1004.1,1012.8,8.0,609,22.0
2028,5161.181448211117,4,1554465600.0,14.1,0.5,270,71,11.4,8.9,1003.3,1011.9,9.0,537,20.8
2029,5100.374027388734,4,1554469200.0,15.1,2.6,250,64,10.9,8.3,1002.7,1011.3,7.0,426,29.9
2030,5083.0478579703,4,1554472800.0,17.3,2.3,250,59,11.6,9.2,1002.1,1010.6,6.0,476,36.2
2031,5054.309506368498,4,1554476400.0,18.0,1.6,250,53,10.9,8.2,1001.5,1009.9,0.0,573,34.6
2032,5027.282555698392,4,1554480000.0,18.4,2.1,250,43,9.0,5.5,1001.1,1009.5,0.0,831,30.9
2033,4992.106767325626,4,1554483600.0,18.5,2.2,270,34,7.2,2.3,1001.1,1009.5,0.0,1231,26.2
2034,4910.697708444092,4,1554487200.0,16.4,1.9,290,34,6.3,0.4,1001.9,1010.4,0.0,1197,17.5
2035,4815.273062422617,4,1554490800.0,13.5,2.2,290,31,4.8,-3.3,1002.5,1011.1,0.0,1460,10.5
2036,4729.216568224593,4,1554494400.0,11.7,0.7,320,25,3.4,-7.7,1003.2,1011.9,0.0,1608,7.4
2037,4632.75222422572,4,1554498000.0,10.8,0.6,340,24,3.1,-9.0,1004.1,1012.8,0.0,1815,5.3
2038,4510.004523980253,4,1554501600.0,9.8,1.5,250,29,3.5,-7.4,1004.5,1013.2,0.0,1888,4.1
2039,4381.009726233644,4,1554505200.0,9.0,1.1,250,33,3.8,-6.4,1005.1,1013.9,0.0,1811,3.3
2040,4270.49825972742,5,1554508800.0,8.3,0.6,230,38,4.2,-5.2,1005.5,1014.3,0.0,1639,2.5
2041,4150.937057665938,5,1554512400.0,7.2,0.8,20,42,4.3,-4.8,1005.5,1014.3,0.0,1781,1.9
2042,4048.447152464949,5,1554516000.0,7.0,0.0,0,45,4.5,-4.1,1005.3,1014.2,0.0,1681,1.2
2043,3998.0305645038998,5,1554519600.0,5.8,0.0,0,51,4.7,-3.5,1005.2,1014.1,0.0,1703,0.7
2044,3985.701612842263,5,1554523200.0,5.0,1.2,250,54,4.7,-3.5,1004.9,1013.8,0.0,1890,0.4
2045,4024.2087033336957,5,1554526800.0,4.6,0.0,0,57,4.8,-3.2,1005.4,1014.3,0.0,1611,0.0
2046,4156.500331861545,5,1554530400.0,4.7,1.0,20,57,4.9,-3.1,1004.8,1013.7,0.0,1717,-0.3
2047,4442.954450033198,5,1554534000.0,4.5,0.0,0,59,5.0,-2.8,1005.1,1014.0,0.0,1732,1.0
2048,4843.273815678171,5,1554537600.0,5.9,0.6,230,54,5.0,-2.7,1005.8,1014.7,0.0,1613,5.5
2049,5162.179510845865,5,1554541200.0,8.7,0.1,0,43,4.8,-3.2,1005.3,1014.1,0.0,1635,17.4
2050,5293.316969893768,5,1554544800.0,12.1,1.0,230,31,4.4,-4.5,1004.9,1013.6,0.0,1770,26.8
2051,5306.096887854097,5,1554548400.0,15.2,1.7,230,29,5.0,-2.7,1004.5,1013.1,0.0,1775,34.4
2052,5246.497092101797,5,1554552000.0,18.7,2.1,250,18,3.9,-6.1,1004.1,1012.5,0.0,1944,40.0
2053,5145.288924517544,5,1554555600.0,21.3,2.8,230,16,4.1,-5.5,1003.4,1011.8,0.0,1958,43.1
2054,5060.006578183285,5,1554559200.0,22.2,3.3,230,17,4.5,-4.0,1002.5,1010.8,0.0,1883,42.4
2055,4979.966707373425,5,1554562800.0,21.5,4.6,230,21,5.4,-1.7,1001.5,1009.8,0.0,1319,37.9
2056,4885.198954387551,5,1554566400.0,21.4,3.9,230,23,5.8,-0.6,1000.9,1009.2,0.0,989,33.4
2057,4783.4925713008815,5,1554570000.0,20.9,4.1,230,24,5.9,-0.4,1000.7,1009.1,0.0,1213,27.2
2058,4673.7668509262785,5,1554573600.0,19.5,4.2,230,35,7.9,3.6,1000.9,1009.2,4.0,996,19.4
2059,4579.989753369906,5,1554577200.0,17.6,3.6,250,45,9.0,5.5,1001.3,1009.7,0.0,863,14.6
2060,4508.164660529898,5,1554580800.0,16.2,3.6,200,51,9.3,6.0,1001.8,1010.3,0.0,665,12.1
2061,4421.820275174161,5,1554584400.0,15.7,1.2,200,54,9.6,6.4,1002.3,1010.8,0.0,613,10.4
2062,4296.073413837232,5,1554588000.0,14.9,1.3,250,58,9.7,6.6,1002.4,1011.0,0.0,577,9.4
2063,4165.566448055674,5,1554591600.0,14.0,0.9,250,61,9.7,6.5,1002.3,1010.9,0.0,510,8.4
